,twitter_id,screen_name,pred_gender,pred_org,pred_age,political_orientation
77162,1264215715806097408,finthusiasts,male,non-org,19-29,neutral
77163,341988358,SebasValdem,male,non-org,30-39,neutral
77165,260836316,NYY001,male,non-org,19-29,neutral
77167,2289680845,XeroJ_Designs,male,non-org,<=18,neutral
77168,1245546573120991232,ArsanyBasily,male,non-org,>=40,left
77169,735186593745510400,TanyaKumbhat,female,non-org,19-29,neutral
77171,3168390997,kdkdash003,male,non-org,<=18,left
77173,738745276874293248,ActorRebelstar,male,non-org,>=40,neutral
77174,31137628,firoozye,male,non-org,>=40,left
77177,94041449,sersan1000,male,non-org,>=40,right
77179,745689613,YvesGebhardt,male,non-org,>=40,left
77180,771412379041169408,Anshul_Dewan1,male,non-org,<=18,neutral
77181,2165329988,JABinJax,male,non-org,>=40,neutral
77182,3271184538,jakescottMD,male,non-org,30-39,neutral
77183,464195453,fauber_mjs,male,non-org,>=40,left
77184,4381482133,BishalReja,male,non-org,19-29,neutral
77185,193810612,dr_milind29,male,non-org,>=40,neutral
77186,1074958445537845248,Hirenku74234725,male,non-org,<=18,neutral
77187,2569609512,Ricardo2oo4,male,non-org,30-39,neutral
77189,18016782,prernakaul,male,non-org,19-29,neutral
77190,1155517476358119430,AbhijeetBanik4,male,non-org,30-39,neutral
77191,1056899080981487617,TolerantHum,male,non-org,>=40,neutral
77192,2428522069,RuchiWriter,female,non-org,>=40,neutral
77193,2848295171,kimdaceywbal,female,non-org,>=40,right
77195,60506242,KlasfeldReports,male,non-org,19-29,left
77196,1122808278243692544,LoveNayak10,male,non-org,19-29,neutral
77197,833325369738424320,hemanath1712,male,non-org,19-29,left
77198,64145834,AmazingGraceToo,female,non-org,>=40,left
77200,808767477769506820,Alam_Chaudry,male,non-org,19-29,right
77202,849695258,sairamMan3,male,non-org,19-29,left
77203,809334380820766720,allenpert01,male,non-org,19-29,neutral
77205,21765161,VickyPJWard,female,non-org,>=40,left
77206,79087183,AipsJ,male,non-org,19-29,neutral
77207,15137359,ChicagoPhotoSho,male,non-org,>=40,left
77208,999188777091264513,Metabo_PhD,male,non-org,30-39,right
77209,72023411,raunakmahajan,male,non-org,30-39,neutral
77210,2198709276,GhostedUSA,male,non-org,30-39,right
77211,751466597420822528,michaels_leigh,female,non-org,>=40,left
77212,2610281298,gdigby1,male,non-org,>=40,right
77213,220764073,mustafafarooqui,male,non-org,19-29,neutral
77214,1268763060266647554,dirt_murph666,male,non-org,19-29,left
77215,1120789814712897536,inblackandwhit4,female,non-org,>=40,right
77217,987884284815007746,boneznoko,female,non-org,<=18,neutral
77218,235117110,sanode2k,male,non-org,>=40,left
77219,1632752233,TauseefIqbalAli,male,non-org,>=40,neutral
77220,240326433,BiancaTuretsky,female,non-org,30-39,left
77221,1387629547,msmassarotti,male,non-org,>=40,left
77222,1100973877272948736,Sanjeet50887199,male,non-org,<=18,neutral
77223,1216326040483557376,MEENAKSHISUNDE2,male,non-org,19-29,neutral
77224,1248978761174769674,TanvirA80714326,male,non-org,<=18,neutral
77225,812764510847057920,xu_jaio,female,non-org,<=18,right
77226,304268960,JournoSiddhant,male,non-org,>=40,left
77228,281245686,aelterman,male,non-org,>=40,left
77229,46766193,saadqureshi,male,non-org,30-39,left
77230,363256453,abhay_sahaay,male,non-org,>=40,left
77231,1252464137516417025,sanamirzu,female,non-org,30-39,neutral
77232,156735292,AmritaW,female,non-org,30-39,left
77233,238710639,patoaruj,female,non-org,>=40,neutral
77235,75520889,LagbhagVakil,male,non-org,>=40,left
77236,2506375686,BPArneja,male,non-org,>=40,neutral
77237,1100155439554199558,allmixblog2,male,non-org,<=18,neutral
77238,1692202182,rrryannn24,male,non-org,<=18,neutral
77239,2558641851,MegSise,female,non-org,30-39,neutral
77240,786606734995513344,sudhanshucr7,male,non-org,<=18,neutral
77241,203825699,whole_mango,male,non-org,19-29,left
77242,897772098231336960,Samsam33931020,female,non-org,<=18,left
77243,1150074984045301760,NaGaR__NiKHiL,male,non-org,19-29,neutral
77244,106781973,inthenow22,male,non-org,>=40,left
77245,296991300,babranski,male,non-org,30-39,left
77246,748397776199913472,meeshmoshmygosh,male,non-org,19-29,left
77247,1453389853,bhagatmithi,female,non-org,>=40,neutral
77248,870064093,FreeTradeBryan,male,non-org,19-29,right
77249,920630315994972160,valerie_luyckx,female,non-org,>=40,left
77254,1254904117706715136,goatsdenote,male,non-org,<=18,left
77256,2952276812,kavita_tewari,female,non-org,>=40,neutral
77257,1048630034607562752,ahmed70el,male,non-org,<=18,neutral
77259,334838456,1TeamAmerica,male,non-org,>=40,right
77260,574146755,DrLuisO,male,non-org,>=40,left
77261,3011131,DavidMorris1984,male,non-org,30-39,left
77262,146341563,harshitsarawagi,male,non-org,19-29,neutral
77263,46561946,Deb_Sethy,male,non-org,19-29,neutral
77264,818507858941804547,FrancisLallema2,male,non-org,>=40,left
77266,74905419,OfficeOfYogi,male,non-org,>=40,neutral
77268,1047891406549790721,Sparking_Sam,male,non-org,19-29,neutral
77269,786200576,leahslegacy,female,non-org,19-29,left
77270,4052885493,MaureenR8209,female,non-org,>=40,left
77272,1568991470,binayakumar1984,male,non-org,30-39,neutral
77275,895682575238275074,Pankaj00277,male,non-org,19-29,neutral
77276,27029742,udnore,female,non-org,30-39,left
77277,434311722,gregoryleigh11,male,non-org,>=40,left
77278,85462891,TajinderBagga,male,non-org,19-29,neutral
77279,136521899,Oteeng,male,non-org,19-29,left
77280,2740309034,tharun_surya,male,non-org,30-39,neutral
77281,743789438505889792,mukundspeaks,male,non-org,>=40,left
77282,2277264485,JeanneKarp,male,non-org,>=40,left
77283,592662433,DennisFischman,male,non-org,>=40,left
77285,485177353,SuccessfulFolks,male,non-org,30-39,neutral
77286,822459485935407104,jpwan08,male,non-org,30-39,neutral
77289,1139505818762645507,AzizGohir,male,non-org,>=40,left
77291,2762035801,gajanandewanga1,male,non-org,<=18,neutral
77292,39332616,BluzPower,male,non-org,>=40,left
77295,1273263106605682690,ModiAkashdip,male,non-org,>=40,left
77296,2154164959,PalmDesertRat,male,non-org,19-29,neutral
77297,125855396,Renae131,female,non-org,>=40,left
77299,1110074070748549123,theQTshop,female,non-org,>=40,right
77300,140286364,nielslesniewski,male,non-org,>=40,left
77301,802056194,Awhadspeaks,male,non-org,>=40,neutral
77304,3351734597,NASAdoc,female,non-org,30-39,neutral
77305,2886551670,HemandraC,male,non-org,>=40,neutral
77306,69992124,BuddhstAmerican,male,non-org,>=40,left
77309,915642162,Steadyruncho123,male,non-org,>=40,left
77310,1014048049767895044,ceetsaik,male,non-org,<=18,left
77311,1241914162558562304,iammuskanshaikh,male,non-org,19-29,left
77312,86796507,JacobTidwe11,male,non-org,30-39,left
77313,397349769,journojitendra,male,non-org,>=40,neutral
77314,21064217,Rsundaram05,male,non-org,>=40,left
77316,18122941,skry,male,non-org,<=18,left
77318,1056500455923216384,JoshaBrown1,male,non-org,<=18,left
77319,722152752,mikeyd_47,male,non-org,19-29,left
77320,832605410,StudnickiLaw,male,non-org,>=40,neutral
77321,148005793,anj02020,male,non-org,>=40,neutral
77322,1217007652590370816,i_am_abhi_s,male,non-org,19-29,neutral
77323,1174708080602488832,MarieRaine3,female,non-org,>=40,right
77324,319517891,naveenhaa,male,non-org,19-29,neutral
77325,1130931796798001153,JanLind18515389,female,non-org,>=40,left
77326,21407972,randomirish,male,non-org,>=40,left
77328,15525272,ChadSDay,male,non-org,>=40,left
77329,3752240357,Scott_iSectors,male,non-org,>=40,neutral
77330,17539451,trivedigaurav,male,non-org,>=40,neutral
77331,131570299,Vivekshandilyaa,male,non-org,>=40,left
77332,85816134,Michael_Yong,male,non-org,19-29,neutral
77333,3881863108,dbenderpt,male,non-org,>=40,left
77335,968609767089467393,EastOfEpworth,male,non-org,30-39,left
77336,1072358709408468993,WPeverelli,male,non-org,>=40,neutral
77338,2242850035,NodakRunnerGirl,female,non-org,>=40,left
77339,22322720,wendow,male,non-org,>=40,left
77340,1590552762,Manan_Trainer,male,non-org,30-39,left
77341,519271147,BhaktiPChavda,female,non-org,<=18,neutral
77344,2534171593,haanji_kahiyea,male,non-org,>=40,left
77345,1037687828413444096,IntelWasabi,male,non-org,>=40,left
77347,288339912,DiazDeBatalla,male,non-org,>=40,left
77348,840994058029916165,KashifNYusuf,male,non-org,30-39,neutral
77349,113879784,satya_yadav,male,non-org,>=40,left
77351,812627411401641984,GreggWStone,male,non-org,>=40,right
77352,4904363178,Psii_fii,female,non-org,<=18,left
77353,1242526430342328322,Nad328768440,female,non-org,30-39,right
77354,1276136400,lochgilliephead,male,non-org,<=18,neutral
77355,777163243,tristamshanty,female,non-org,>=40,left
77358,179431010,Ww1986,male,non-org,30-39,neutral
77359,304029132,Avonmehren,male,non-org,30-39,right
77362,817432196394823680,AllanKirkhart,male,non-org,>=40,right
77363,27068599,womanatmile0,female,non-org,>=40,left
77366,3313157389,shdigonta,male,non-org,>=40,left
77369,887431598,halkatkov,male,non-org,>=40,left
77370,144128527,listen2thiswomn,female,non-org,>=40,neutral
77371,452622251,tokutokutset406,male,non-org,<=18,left
77372,832452578722000896,theotherbose,male,non-org,30-39,left
77373,795697793402802177,johnp_driscoll,male,non-org,>=40,left
77374,834104700907749377,BarbaraKDoty2,female,non-org,<=18,left
77376,83911786,szusmani,male,non-org,>=40,left
77377,1302031074,BobSatz96,male,non-org,>=40,neutral
77378,116259325,alam_17,female,non-org,>=40,neutral
77379,3136633599,gem2426,female,non-org,30-39,left
77380,319485991,SaraESamora,female,non-org,19-29,left
77381,15773390,bernard_yeo,male,non-org,>=40,neutral
77382,206327748,groovyhippie4u,male,non-org,>=40,left
77383,86744613,neerajadkar,male,non-org,>=40,left
77386,825492717576794113,DocLiza1,female,non-org,>=40,left
77388,1019795621962629122,PrashantAstro,male,non-org,>=40,left
77389,39321748,slgore76,male,non-org,>=40,left
77390,16610807,AniruddhasT,male,non-org,30-39,neutral
77391,3145179534,JacobSetterbo,male,non-org,30-39,right
77392,940350925767659520,GatodeMiel,female,non-org,>=40,left
77393,386444922,MimiWinther,female,non-org,>=40,left
77394,21934440,JeffChasin,male,non-org,>=40,neutral
77395,378974757,davidharsany,male,non-org,>=40,left
77396,24559839,alibaabbaa,female,non-org,19-29,neutral
77397,335810328,iamzhr,male,non-org,19-29,neutral
77399,32844739,Abuhuraira,male,non-org,30-39,left
77401,139300562,vijayhabbu,male,non-org,>=40,left
77403,137656171,ashishchauhan,male,non-org,>=40,left
77404,17400044,teppdude,male,non-org,30-39,right
77405,85280614,srikanthan09,male,non-org,19-29,neutral
77406,24825828,jwordfish,male,non-org,30-39,left
77408,857139996,jdskhurana,male,non-org,>=40,neutral
77414,2409501757,NstyWmnWendy,female,non-org,>=40,left
77415,1103413686067257344,LukasJSwart1,male,non-org,<=18,neutral
77417,759963918982864896,RiteshMishraIPU,male,non-org,>=40,neutral
77419,250004445,MaritaKassis,female,non-org,>=40,left
77420,1254833558234918912,Hipchef57P,male,non-org,<=18,neutral
77421,831835546708230144,KalkiSpeaks,male,non-org,>=40,left
77423,1903834776,wolfeyetrader77,male,non-org,>=40,right
77425,1083085959607054336,cathyco51278506,female,non-org,>=40,left
77426,128927755,pranavgarimella,male,non-org,>=40,neutral
77428,525984712,Mikimehta1,male,non-org,>=40,neutral
77429,1306991790,khurana_saransh,male,non-org,19-29,neutral
77431,959702676241092609,aqeel_abbas100,male,non-org,<=18,neutral
77432,353412198,crazyarchitect,male,non-org,<=18,neutral
77433,991262527,Ayeshakakakheil,male,non-org,<=18,neutral
77434,308986881,imnsgynk,male,non-org,<=18,neutral
77435,1267908888738832386,Mamaduc91329426,female,non-org,>=40,right
77436,845016538012823552,barlowmudman,male,non-org,>=40,left
77438,268946813,dyoung1993,male,non-org,19-29,right
77439,4441277962,reallyhadenough,male,non-org,>=40,neutral
77440,25569474,MicheleValJean,female,non-org,>=40,left
77441,19177392,kunnal,male,non-org,>=40,left
77442,1118931345533698051,Will_MBBS_MMed,male,non-org,30-39,left
77443,701207138,kvconner,male,non-org,>=40,left
77444,764003278833061888,SriramMadras,male,non-org,19-29,left
77449,1230909984,AgnihotriRV,female,non-org,19-29,neutral
77452,598701030,TonyLimaPOL,male,non-org,>=40,right
77453,1192147379534909440,ZTrndsttr,male,non-org,19-29,left
77454,1245061153400619008,Paul_NadlerMD,male,non-org,>=40,neutral
77455,27460532,always____tired,female,non-org,<=18,left
77456,750516413434068992,luvhorszmerica2,female,non-org,>=40,right
77457,1330023845277831168,chicathechih,female,non-org,30-39,neutral
77458,397628258,aydoneymang,male,non-org,30-39,right
77459,2603840982,jt034,male,non-org,>=40,right
77462,1000597074835013632,id_dodondawa,male,non-org,30-39,left
77464,94384786,Wadadli_Child,male,non-org,>=40,left
77465,608994959,BerhanuGK,male,non-org,>=40,left
77467,916924148,Abookwormturns,female,non-org,>=40,left
77469,17753781,bschymik,male,non-org,<=18,left
77470,825874962460323840,Christi77929362,female,non-org,>=40,right
77471,71690286,CDCoffelt,male,non-org,>=40,right
77472,33884157,ekowatts,male,non-org,>=40,left
77473,265767055,sahu4u4ever,male,non-org,>=40,neutral
77474,1085480017071669248,SebdeGange,male,non-org,>=40,left
77476,4384770503,Unataraj15,female,non-org,>=40,right
77478,1266107526636015616,EynoufElizabeth,female,non-org,<=18,right
77481,256685928,tdabrowsky,male,non-org,>=40,neutral
77484,514738903,ruthiejett,female,non-org,<=18,left
77485,3105154342,Dopey_72F,male,non-org,<=18,neutral
77486,3313533176,StevenJLeee,male,non-org,>=40,right
77488,121861172,wetcoastchef,male,non-org,>=40,right
77489,426246902,elisamassimi,female,non-org,>=40,right
77490,778693214962274305,SunnyDays024,female,non-org,30-39,left
77491,45069992,coasa,male,non-org,19-29,left
77492,1296740150752370689,MGYYKdI3rZJ5dhv,male,non-org,<=18,neutral
77493,1119348984961753094,WalterW41195107,male,non-org,<=18,right
77494,48943324,BWcapital_,male,non-org,<=18,left
77495,902286888555438081,StephaneEdgard,male,non-org,>=40,neutral
77497,16025313,Rivergothic,male,non-org,>=40,right
77499,5749002,jsundmanus,male,non-org,>=40,left
77501,1288924807925567489,Joey17524472,male,non-org,<=18,right
77503,737044757541715969,miki_haas,female,non-org,<=18,right
77505,1377044552,G_Woodhouse,female,non-org,30-39,left
77506,844925829071163393,MagillOnHealth,female,non-org,>=40,neutral
77507,199257224,reefpilot,male,non-org,>=40,left
77508,935412125572382720,Sharath775,male,non-org,<=18,neutral
77509,9284402,SmittyGal,female,non-org,>=40,left
77510,1264665968502018048,Rose44981774,male,non-org,>=40,neutral
77512,2854096887,KevinJStawicki,male,non-org,30-39,neutral
77513,1159446359260319744,th_adieu,male,non-org,19-29,neutral
77514,35940968,swang8,male,non-org,>=40,left
77515,2329773565,Herugs72,male,non-org,>=40,left
77516,4875197362,scott6066,male,non-org,>=40,right
77517,22920215,nicklockwood,male,non-org,30-39,neutral
77518,1270890583264038912,SusannahCamps,female,non-org,19-29,left
77519,75837387,csadr,male,non-org,>=40,neutral
77520,15956584,JasonSalus,male,non-org,30-39,left
77522,1237533914341601280,RobbinBobbin5,male,non-org,>=40,neutral
77523,1195893686,NilsRobbins,male,non-org,30-39,left
77524,1028233460635164672,Sid18050236,male,non-org,>=40,left
77526,302964334,theonliTrey,male,non-org,30-39,neutral
77527,1207077625,MyHeroBernie,male,non-org,19-29,left
77528,4204351683,SentinelZorro,male,non-org,>=40,right
77529,626798499,DanKnorowski,male,non-org,>=40,neutral
77532,1260050995859591170,JHONSALSERO7,male,non-org,>=40,right
77533,3373614792,ajohon,male,non-org,19-29,left
77535,3183365155,AnastasiaG57,female,non-org,>=40,right
77536,12364172,dsmart,male,non-org,>=40,left
77538,3143381664,fletchercove14,female,non-org,>=40,left
77541,2416723207,coachrose68,male,non-org,>=40,neutral
77542,288114834,megustadecuba_e,male,non-org,<=18,left
77543,205299497,MarkHerringVA,male,non-org,>=40,left
77544,26603208,schestowitz,male,non-org,>=40,left
77545,1123796598,RadioFarSide,male,non-org,>=40,neutral
77548,1283934942133547008,RalphGo81869427,male,non-org,<=18,left
77549,1265920342179995648,MohdSaj97900892,male,non-org,19-29,neutral
77551,135047401,sunil2713,male,non-org,>=40,neutral
77552,1917788594,lee_borden,male,non-org,>=40,right
77553,2273512572,zohmbastic,male,non-org,19-29,neutral
77554,2270144215,Josieamycashman,female,non-org,>=40,right
77555,957464093102936064,Khanb999,male,non-org,<=18,left
77557,1179639301585260545,EvaTolstrup,male,non-org,>=40,left
77562,287883469,cdrrogers,male,non-org,>=40,neutral
77565,64136957,MrDruCartier,male,non-org,30-39,left
77568,3315435894,PeterWark1710,male,non-org,>=40,left
77569,321538860,VPannabecker,female,non-org,>=40,left
77570,1260474721868619777,BonnieS37196553,female,non-org,<=18,left
77571,1244193438649720834,FloDupee,male,non-org,<=18,neutral
77573,77727408,BIENsays,female,non-org,19-29,left
77574,1158812724,TR2406,female,non-org,30-39,left
77575,2686306135,asacarny,male,non-org,30-39,neutral
77576,12114462,roberee,male,non-org,30-39,neutral
77581,2778466890,rugenpillay,male,non-org,>=40,neutral
77582,112896273,anchor_soul,female,non-org,19-29,right
77584,3090155099,AhutOfficial,male,non-org,>=40,left
77585,53789862,MaxBlumenthal,male,non-org,>=40,neutral
77587,632435589,HealthEconPhD,male,non-org,30-39,left
77588,906328441984872448,phant0m0f0pera,male,non-org,30-39,right
77589,7107642,PMLtop,male,non-org,>=40,neutral
77590,329646612,ganeshayk,male,non-org,>=40,neutral
77591,807410845026283520,realBLOTUS,male,non-org,>=40,left
77592,2164883573,Cardio_delaGuia,male,non-org,>=40,neutral
77593,824962126112505857,adrienne_pagac,female,non-org,19-29,left
77595,3637874413,trinity71394,male,non-org,<=18,left
77596,1253186578316496901,N06042020,male,non-org,>=40,right
77599,1267179233505402884,Rob70300276,male,non-org,<=18,left
77600,967102308067758081,ElephantRattle,male,non-org,>=40,left
77601,320346206,Probgoblin,male,non-org,>=40,neutral
77602,15412816,bduperrin,male,non-org,>=40,neutral
77604,3744922102,thestationchief,male,non-org,>=40,right
77605,3950618658,JohnSpangler10,male,non-org,>=40,left
77606,924344137,AshFawzyMD,male,non-org,30-39,left
77607,472080216,catherine_m_,female,non-org,19-29,left
77608,260063315,MaidQuitNoChef,female,non-org,19-29,neutral
77609,100247680,drjayaraja,male,non-org,>=40,neutral
77610,817193526521892864,RestiveRabble,male,non-org,19-29,right
77611,746366878768074752,cefestellita1,male,non-org,30-39,left
77612,83881059,rickbyrne3,male,non-org,>=40,neutral
77613,354661989,Horn_Slack,male,non-org,<=18,left
77615,16359107,ejzwart,male,non-org,>=40,right
77618,1203026263402827777,knish758,male,non-org,<=18,neutral
77619,1286616777594531840,Rob68536754,male,non-org,>=40,right
77620,213616808,djalanross,male,non-org,>=40,left
77621,487968444,Majeedahmed47,male,non-org,19-29,left
77622,3571775352,ibex_matt,male,non-org,19-29,left
77623,952287502114664448,Linsi4u,male,non-org,>=40,neutral
77624,112913079,alfobioq,male,non-org,>=40,neutral
77625,3345444693,MichaelBHinman,male,non-org,>=40,left
77626,881204801429745665,Michell37014898,female,non-org,19-29,neutral
77628,28128659,40_Years,male,non-org,>=40,left
77629,822986579367120900,Pharmerboy400,male,non-org,>=40,right
77630,1298627589582606336,Rudelyawakend,male,non-org,30-39,left
77633,1595160229,gcs_singh,male,non-org,>=40,neutral
77634,1180098967985635329,Thefloormovesw1,male,non-org,19-29,left
77635,1061030788970344448,MyNamei32028357,male,non-org,<=18,neutral
77637,366244540,MichaelZimmel,male,non-org,>=40,neutral
77638,782973869653012484,LARGESSE9826,male,non-org,>=40,right
77641,347562429,MichellePloch,female,non-org,30-39,neutral
77642,2963337590,MCHD_TX,male,non-org,<=18,right
77645,2491807778,agolubowitsch,male,non-org,>=40,left
77646,971901329772830720,Bradvantagious,male,non-org,19-29,neutral
77647,116048943,KolbAlex,male,non-org,<=18,left
77648,344376091,cperezd,male,non-org,>=40,left
77649,355516110,nehaxsoni,female,non-org,19-29,left
77651,1171072889229062144,AnnousYoussef,male,non-org,19-29,neutral
77652,1183021154,ShawnRadcliffe,male,non-org,30-39,left
77653,1197552125464764416,TellingSpoon,male,non-org,>=40,left
77660,3407867909,lorgenna,female,non-org,>=40,left
77661,2556099204,jjgrist,male,non-org,30-39,left
77662,17155887,cherrylaldave,female,non-org,30-39,neutral
77664,864890182482505728,TruthJustis4USA,male,non-org,>=40,left
77665,551073075,RobsRnR,male,non-org,<=18,right
77668,1346183653,talented_medic,male,non-org,19-29,neutral
77669,786386880833134593,notdeplorableky,male,non-org,>=40,right
77670,1269668971306872833,GauravStock,male,non-org,30-39,neutral
77672,784419889326940160,Jeff_Marz,male,non-org,30-39,left
77673,1050111,PatrickRuffini,male,non-org,>=40,right
77674,29475595,nasaman58,male,non-org,>=40,left
77675,285608473,SheLuvsTGA,female,non-org,19-29,neutral
77676,1009663466,ORDOJ,male,non-org,>=40,left
77677,2147887982,mspharm_,male,non-org,30-39,left
77678,1259484102299811840,DrTarunRoyChou1,male,non-org,>=40,neutral
77679,1271098579260715014,DrOnyemaOgbuagu,male,non-org,30-39,left
77680,38817939,magpiedaytona,male,non-org,>=40,right
77681,1141833653183557633,jwtucker_71,male,non-org,>=40,neutral
77682,14904720,wdcgator,male,non-org,>=40,right
77683,340744960,FWABOT,male,non-org,19-29,left
77684,4652903954,piratek73549479,male,non-org,30-39,right
77686,1148253520702787585,Jmajic1,male,non-org,>=40,right
77687,1109522552215490561,DonCoffee7,male,non-org,>=40,right
77691,1245406988009213959,craig_castro,male,non-org,>=40,left
77693,233821120,edieangelo,male,non-org,>=40,left
77694,745670821964816384,MHPCB,male,non-org,>=40,left
77695,88120086,RachelA_Adler,female,non-org,30-39,left
77696,794585173727838208,DrewKingston100,male,non-org,19-29,right
77697,1276302795600203776,DYTRDR1,male,non-org,>=40,left
77698,1121862114216488960,JACKMAR69388142,male,non-org,30-39,neutral
77699,824063435755450369,JohnALombardi2,male,non-org,>=40,right
77700,972467958990753792,sue_ferrara,female,non-org,>=40,neutral
77701,1066908369464819712,Jstaskin,male,non-org,30-39,left
77702,1121384012692500485,MSharifpourMD,male,non-org,30-39,left
77703,1583591821,MarylandWhale,male,non-org,>=40,neutral
77704,368413597,lucysathish,male,non-org,19-29,neutral
77705,33842430,TikiRose,female,non-org,19-29,left
77706,739469900771516419,ethel_huizar,female,non-org,>=40,neutral
77707,25593132,_Bri_nB,female,non-org,19-29,left
77708,1266772170983776259,VolnayCm,male,non-org,>=40,right
77709,18206170,graphiceye,male,non-org,19-29,left
77710,1476028855,Headlines4You,male,non-org,>=40,right
77713,3231161704,rod_shark,male,non-org,<=18,left
77714,2970322219,wDsDwuxG2icpds0,male,non-org,>=40,neutral
77715,19571667,AmericaByChoice,male,non-org,>=40,right
77718,705178588723683328,mickeytidewater,male,non-org,>=40,right
77720,949196524981899264,USPatsWearMasks,male,non-org,>=40,left
77721,1164988836,SweetPeatrsburg,female,non-org,30-39,left
77724,193196628,SMERONAK,male,non-org,30-39,neutral
77725,1026605055351418880,Angela72825448,female,non-org,>=40,right
77726,49222679,Taylorx2,female,non-org,>=40,right
77727,857319901018693634,DeploreHombre,male,non-org,>=40,right
77730,1250797557334396928,PeterBr44423097,male,non-org,>=40,right
77731,870113520741953537,ksrsailing65,male,non-org,>=40,left
77732,34117110,MichelleWTAE,female,non-org,30-39,left
77733,438111405,world_on_a_wire,female,non-org,>=40,neutral
77734,759049260855853056,GaGirl1955,female,non-org,>=40,right
77737,763622502,nagasavita143,male,non-org,>=40,neutral
77738,937508674552995840,aamallari10,male,non-org,<=18,right
77741,24643865,ChadAChavez,male,non-org,19-29,left
77742,31486930,cyncynj,male,non-org,>=40,left
77743,284210981,clbirds,male,non-org,>=40,left
77744,1045643382763212800,MinuetteMinou,female,non-org,<=18,left
77745,842104277640347653,amen_samson,male,non-org,30-39,left
77746,190051819,AnthonyPiscitel,male,non-org,>=40,neutral
77747,14989784,rightjb,male,non-org,>=40,right
77751,995002926446850049,zanfr,male,non-org,>=40,neutral
77753,32748686,synamelya,female,non-org,30-39,right
77754,1099566450602258432,TruthFairy17,female,non-org,30-39,right
77755,81500650,Chiasm99,male,non-org,30-39,left
77758,2332541425,rvorce,male,non-org,<=18,right
77759,947288677968838656,TylerSt34686360,male,non-org,>=40,right
77760,351146955,MaryElizabeth81,female,non-org,19-29,neutral
77761,1142096862050181125,lord_terre,female,non-org,>=40,left
77763,1287820923802914817,lachansondelara,female,non-org,>=40,left
77765,50073878,Petalblush,female,non-org,>=40,right
77766,21402432,marsthedog,male,non-org,>=40,left
77768,905810603327053824,paul_fehlner,male,non-org,>=40,left
77769,885059864,CarbineGolf,male,non-org,>=40,right
77771,2618644100,JanieworthJanie,female,non-org,>=40,right
77775,1239417314,ALYTAAHER,male,non-org,<=18,right
77776,925719398509350913,me_knip,male,non-org,<=18,left
77777,1089485688419028992,o_mediano,female,non-org,>=40,left
77778,790588260661678080,chazzwozza,male,non-org,<=18,right
77780,1464683629,WastednightsER,male,non-org,>=40,neutral
77781,1095491703287566337,KQanuck,male,non-org,>=40,right
77782,803626579,bfoswalt,male,non-org,>=40,right
77783,259765165,babs01902,female,non-org,30-39,left
77785,29277366,elizabethcrisp,female,non-org,30-39,right
77786,774517790715748353,manishaBJP,female,non-org,19-29,neutral
77787,830102078320152576,AmarPut,male,non-org,30-39,neutral
77789,1591599499,WouwL,male,non-org,19-29,neutral
77790,1547067126,IgnotumAliquis,male,non-org,>=40,left
77791,1234663120309751808,jackofrankie,male,non-org,>=40,right
77792,1186303698785439744,GunsBible,male,non-org,>=40,right
77793,134809695,Aurema_Otero,male,non-org,19-29,neutral
77794,4149920900,DecemberWinter7,male,non-org,19-29,right
77796,4134745632,KittyCath_K,female,non-org,>=40,right
77798,15585256,Real_JoeNathan,male,non-org,>=40,left
77799,2316707100,BasnyatBuddha,male,non-org,>=40,neutral
77800,1009208567126208512,LandkrohnM,female,non-org,>=40,left
77801,33684125,scoobidoo76,male,non-org,30-39,right
77802,145142413,nathansfleming,male,non-org,19-29,left
77804,338746622,ExpatPsychology,female,non-org,30-39,neutral
77806,1089234729394683905,atLBEzs0nENnsW2,male,non-org,<=18,left
77807,3027434098,natasha9541,female,non-org,30-39,left
77808,1484715356,TimModise,male,non-org,>=40,neutral
77809,133559896,idarose777,female,non-org,30-39,left
77810,14814069,greggc15,male,non-org,>=40,right
77811,45912288,kashy00,female,non-org,<=18,left
77812,1596201084,T19R84,male,non-org,30-39,left
77813,1136701327579521025,ELewarne,female,non-org,30-39,left
77815,1482930559,lovefistanbul,female,non-org,19-29,left
77816,1866526782,BinodPrAdhikari,male,non-org,19-29,neutral
77817,1237285854302867463,77rabbit771,male,non-org,>=40,neutral
77818,145225031,JayshreeZee,female,non-org,>=40,neutral
77819,121525819,di_mort,female,non-org,>=40,left
77820,1122176926330888193,JackSmi60054416,male,non-org,>=40,right
77822,467891159,ArjetGega,male,non-org,>=40,left
77823,1024140524612190209,JaceyJay1,male,non-org,<=18,right
77824,1074029918386827265,KooterX7,male,non-org,30-39,right
77825,30475832,WillisFromTheYo,male,non-org,30-39,right
77828,1301234281,avoidingfreaks,female,non-org,19-29,right
77829,89672048,ferialhaffajee,female,non-org,30-39,left
77830,745697595851440128,thnkflagnostic,male,non-org,30-39,left
77831,166041974,TweetingTracy,female,non-org,>=40,left
77833,516699957,EricEyre,male,non-org,>=40,neutral
77834,9855092,ccouture,female,non-org,30-39,left
77835,1238929666360082432,ramon_scola,male,non-org,>=40,right
77837,242030575,Patricefairman,female,non-org,>=40,left
77839,2590185585,schennamadhav,male,non-org,>=40,left
77840,1241531741094936581,tooth_hurts,male,non-org,>=40,right
77844,182751400,Kethical,male,non-org,>=40,left
